name_c,name_j,name_e,category,filename,obtainedFrom,sell,buy,seasonalAvailability,styles,themes,villagerEquippable,variations
1號球衣服,１ばんだまのふく,one-ball tee,上身,TopsTexTopTshirtsHNumberball1,購物：特別購物,140,560,全年,活潑,"['日常生活', '悠閒']",True,0
開襟襯衫,かいきんシャツ,open-collar shirt,上身,TopsTexTopYshirtsLOpencollar0,裁縫店,240,960,全年,簡單,"['日常生活', '悠閒']",True,4
大圍巾T恤,おおばんストールＴシャツ,oversized shawl overshirt,上身,TopsTexTopYshirtsHBigstole2,裁縫店,280,1120,夏季,酷,"['日常生活', '戶外活動', '悠閒']",True,3
連帽上衣配外套,パーカーオンコート,parka undercoat,上身,TopsTexTopCoatLInparker4,裁縫店,580,2320,冬季,酷,['日常生活'],True,6
拼布大衣,パッチワークコート,patchwork coat,上身,TopsTexTopCoatLPatchwork2,裁縫店,595,2380,冬季,可愛,['日常生活'],True,3
羊毛混紡牛角釦大衣,ダッフルコート,peacoat,上身,TopsTexTopCoatLDuffleGray,裁縫店,490,1960,冬季,簡單,['日常生活'],True,4
民族風刺繡罩衫,ペザントブラウス,peasant blouse,上身,TopsTexTopTshirtsLPeasant0,裁縫店,420,1680,全年,優雅,"['日常生活', '度假']",True,5
鳳梨圖案夏威夷襯衫,パインがらアロハシャツ,pineapple aloha shirt,上身,TopsTexTopYshirtsHAloha1,裁縫店,240,960,夏季,活潑,"['悠閒', '度假']",True,7
方塊格紋蓬蓬袖上衣,ブロックチェックのパフスリーブ,plaid puffed-sleeve shirt,上身,TopsTexTopPuffHPlaid1,裁縫店,300,1200,夏季,可愛,"['日常生活', '童話世界', '度假']",True,4
皮風衣,レザートレンチ,pleather trench coat,上身,TopsTexTopCoatLLeathertrench0,裁縫店,420,1680,冬季,優雅,"['日常生活', '正式']",True,3
千鳥格紋針織罩衫,ちどりのカーディガン,plover cardigan,上身,TopsTexTopTshirtsLChidori1,裁縫店,360,1440,冬季,可愛,"['日常生活', '正式', '派對', '工作']",True,3
玩偶圍巾大衣,ぬいぐるみマフラーつきコート,plushie-muffler coat,上身,TopsTexTopCoatLDoll1,裁縫店,490,1960,冬季,可愛,['日常生活'],True,3
口袋T恤,ポケットつきＴシャツ,pocket tee,上身,TopsTexTopTshirtsHPocketshirts0,裁縫店,140,560,夏季,簡單,"['日常生活', '悠閒']",True,8
Polo衫,ポロシャツ,polo shirt,上身,TopsTexTopYshirtsHPolo6,裁縫店,180,720,夏季,簡單,"['日常生活', '度假', '工作']",True,8
毛球毛衣,ポンポンセーター,pom-pom sweater,上身,TopsTexTopOuterLBobble1,裁縫店,360,1440,冬季,可愛,"['日常生活', '童話世界', '悠閒']",True,3
斗篷大衣,ポンチョコート,poncho coat,上身,TopsTexTopCoatLPompom0,裁縫店,580,2320,冬季,可愛,"['日常生活', '童話世界']",True,4
斗篷造型針織衫,ポンチョふうニット,poncho-style sweater,上身,TopsTexTopCoatLPoncho4,裁縫店,375,1500,全年,優雅,"['日常生活', '童話世界']",True,5
王子服,プリンスなふく,prince's tunic,上身,TopsTexTopCoatLPrince3,裁縫店,1200,4800,全年,優雅,"['童話世界', '正式', '派對']",True,5
圖紋刷毛上衣,がらものフリース,printed fleece sweater,上身,TopsTexTopOuterLFleece4,裁縫店,315,1260,冬季,活潑,"['日常生活', '戶外活動']",True,5
兩件式印花T恤,かさねぎプリントＴシャツ,printed layered shirt,上身,TopsTexTopTshirtsLLayeredlogoa2,裁縫店,140,560,全年,簡單,"['日常生活', '悠閒']",True,3
袖子印花T恤,アームプリントＴシャツ,printed-sleeve sweater,上身,TopsTexTopTshirtsLLogoa1,裁縫店,140,560,全年,簡單,"['日常生活', '悠閒']",True,3
privét T恤,プリヴェＴシャツ,privét tee,上身,TopsTexTopTshirtsHHellors0,購物：特別購物,160,640,全年,簡單,"['日常生活', '悠閒']",True,0
羽絨背心,ダウンベスト,puffy vest,上身,TopsTexTopOuterLDownvest4,裁縫店,312,1250,冬季,簡單,"['日常生活', '戶外活動']",True,5
蓬蓬袖罩衫,フリルパフブラウス,puffy-sleeve blouse,上身,TopsTexTopPuffHFrill2,裁縫店,200,800,夏季,簡單,"['日常生活', '童話世界', '度假']",True,4
防風上衣,プルオーバーアウター,pullover jacket,上身,TopsTexTopOuterLPullover4,裁縫店,420,1680,全年,活潑,"['日常生活', '戶外活動']",True,5
菱格縫線羽絨外套,キルティングダウン,quilted down jacket,上身,TopsTexTopCoatLQuilting1,裁縫店,350,1400,冬季,簡單,['日常生活'],True,5
菱格縫線外套,キルティングジャケット,quilted jacket,上身,TopsTexTopYshirtsLQuilting0,裁縫店,350,1400,冬季,活潑,"['日常生活', '戶外活動']",True,5
兔子T恤,うさぎのＴシャツ,rabbit tee,上身,TopsTexTopTshirtsHRabbit0,購物：特別購物,200,800,全年,活潑,"['日常生活', '悠閒']",True,0
插肩T恤,ラグランＴシャツ,raglan shirt,上身,TopsTexTopTshirtsLRaglan4,裁縫店,200,800,全年,簡單,"['日常生活', '悠閒']",True,5
彩虹針織衫,レインボーなニット,rainbow sweater,上身,TopsTexTopOuterLRainbow1,裁縫店,300,1200,冬季,可愛,"['日常生活', '悠閒']",True,5
雨衣,レインコート,raincoat,上身,TopsTexTopCoatLRain7,裁縫店,320,1280,全年,簡單,"['日常生活', '戶外活動']",True,8
馴鹿毛衣,トナカイセーター,reindeer sweater,上身,TopsTexTopOuterLReindeer2,裁縫店,420,1680,冬季,簡單,"['日常生活', '悠閒']",True,3
接力賽衣服,えきでんなふく,relay tank,上身,TopsTexTopTshirtsNEkiden7,裁縫店,240,960,全年,活潑,"['運動', '工作']",True,8
復古大衣,レトロなコート,retro coat,上身,TopsTexTopCoatLRetro2,裁縫店,595,2380,冬季,優雅,"['日常生活', '正式', '派對']",True,4
品味高尚毛衣,ハイセンスなセーター,retro sweater,上身,TopsTexTopOuterLHighsence2,裁縫店,300,1200,冬季,可愛,"['日常生活', '派對', '悠閒', '舞台']",True,4
蝴蝶結細肩帶背心,リボンショルダーキャミ,ribbon-straps tank,上身,TopsTexTopYshirtsNRibnoncami0,裁縫店,240,960,夏季,可愛,"['日常生活', '童話世界', '悠閒', '度假']",True,3
國王衣服,おうさまのふく,royal shirt,上身,TopsTexTopCoatLKingRed,裁縫店,1680,6720,全年,華麗,"['童話世界', '派對', '舞台']",True,0
橡膠圍裙,ゴムエプロン,rubber apron,上身,TopsTexTopCoatHRubberapron1,裁縫店,210,840,全年,活潑,['工作'],True,2
交通警察服,こうつうゆうどうのふく,safety vest,上身,TopsTexTopYshirtsHTraffic0,裁縫店,300,1200,全年,活潑,['工作'],True,2
水手襯衫,セーラーシャツ,sailor-style shirt,上身,TopsTexTopTshirtsLSailor2,裁縫店,262,1050,全年,簡單,"['日常生活', '正式', '工作']",True,3
短袖水手服,はんそでセーラーふく,sailor's tee,上身,TopsTexTopTshirtsHSailor0,裁縫店,262,1050,夏季,簡單,"['日常生活', '正式']",True,8
盔甲,かっちゅう,samurai shirt,上身,TopsTexTopCoatLSamurai3,裁縫店,1680,6720,全年,酷,"['舞台', '工作']",True,5
學生服,がくせいふく,school jacket,上身,TopsTexTopYshirtsLGakuran0,裁縫店,350,1400,全年,簡單,"['日常生活', '正式']",True,7
海浪日式棉襖外套,うみのはんてん,sea hanten shirt,上身,TopsTexTopYshirtsLHanten1,裁縫店,362,1450,夏季,活潑,"['度假', '工作']",True,2
7號球衣服,７ばんだまのふく,seven-ball tee,上身,TopsTexTopTshirtsHNumberball7,購物：特別購物,140,560,全年,活潑,"['日常生活', '悠閒']",True,0
襯衫連照相機,カメラつきワイシャツ,shirt with camera,上身,TopsTexTopYshirtsLCamera1,裁縫店,360,1440,全年,簡單,"['戶外活動', '工作']",True,2
海軍大衣,ピーコート,short peacoat,上身,TopsTexTopCoatLPcoat5,裁縫店,420,1680,冬季,簡單,"['日常生活', '正式']",True,7
短袖襯衫,はんそでワイシャツ,short-sleeve dress shirt,上身,TopsTexTopYshirtsHStandard0,裁縫店,140,560,夏季,簡單,"['日常生活', '正式', '工作']",True,5
短袖中華風衣服,はんそでチャイナふく,silk floral-print shirt,上身,TopsTexTopYshirtsHChina3,裁縫店,300,1200,全年,可愛,['日常生活'],True,7
中華風衣服,チャイナふく,silk shirt,上身,TopsTexTopYshirtsLChina4,裁縫店,375,1500,全年,優雅,"['日常生活', '正式']",True,5
簡約針織衫,シンプルなニット,simple knit sweater,上身,TopsTexTopOuterLKnit0,裁縫店,240,960,冬季,簡單,"['日常生活', '悠閒']",True,3
簡約連帽上衣,シンプルなパーカー,simple parka,上身,TopsTexTopOuterLParka0,裁縫店,265,1060,全年,簡單,"['日常生活', '悠閒', '運動']",True,8
簡約點點T恤,シンプルドットのＴシャツ,simple-dots tee,上身,TopsTexTopTshirtsHSimpledot4,裁縫店,160,640,夏季,活潑,"['日常生活', '悠閒']",True,5
6號球衣服,６ばんだまのふく,six-ball tee,上身,TopsTexTopTshirtsHNumberball6,購物：特別購物,140,560,全年,活潑,"['日常生活', '悠閒']",True,0
滑雪外套,スキーウェア,skiwear,上身,TopsTexTopYshirtsLSki4,裁縫店,420,1680,冬季,活潑,"['戶外活動', '運動']",True,6
骷髏T恤,ドクロＴシャツ,skull tee,上身,TopsTexTopTshirtsHSkull0,裁縫店,240,960,夏季,酷,"['日常生活', '恐怖', '悠閒']",True,3
圍裙連袖套,うでカバーつきエプロン,sleeved apron,上身,TopsTexTopCoatLHandcover0,裁縫店,240,960,全年,活潑,"['戶外活動', '工作']",True,5
無袖有領襯衫,ノースリーブえりつきシャツ,sleeveless dress shirt,上身,TopsTexTopYshirtsNStandard0,裁縫店,240,960,夏季,簡單,"['日常生活', '度假']",True,5
無袖連帽上衣,ノースリーブパーカー,sleeveless parka,上身,TopsTexTopOuterNNosleeve1,裁縫店,300,1200,夏季,活潑,"['戶外活動', '悠閒', '運動', '度假']",True,5
長版襯衫,チュニックシャツ,sleeveless tunic,上身,TopsTexTopCoatNShirt4,裁縫店,240,960,夏季,簡單,"['悠閒', '度假']",True,6
雪花毛衣,けっしょうのセーター,snowflake sweater,上身,TopsTexTopOuterLSnowcrystal1,裁縫店,240,960,冬季,簡單,"['日常生活', '悠閒']",True,2
下雪毛衣,スノーセーター,snowy sweater,上身,TopsTexTopOuterLSnow0,裁縫店,362,1450,冬季,簡單,"['日常生活', '悠閒']",True,3
足球隊服,サッカーのユニフォーム,soccer-uniform top,上身,TopsTexTopTshirtsHSoccer7,裁縫店,332,1330,全年,活潑,"['運動', '工作']",True,8
太空連帽上衣,スペースパーカー,space parka,上身,TopsTexTopOuterLSpaceparker0,裁縫店,420,1680,全年,酷,"['派對', '悠閒', '運動', '舞台']",True,2
亮片刺繡無袖上衣,ラメししゅうノースリーブ,sparkly embroidered tank,上身,TopsTexTopCoatNSequins0,裁縫店,240,960,夏季,可愛,"['派對', '度假']",True,3
蜘蛛T恤,スパイダーなＴシャツ,spider-web tee,上身,TopsTexTopTshirtsHSpider0,裁縫店,240,960,夏季,酷,"['恐怖', '悠閒']",True,0
號碼衣,ビブス,sports tank,上身,TopsTexTopTshirtsNBibs0,裁縫店,160,640,全年,簡單,"['運動', '工作']",True,8
工作人員衣服,スタッフのふく,staff uniform,上身,TopsTexTopTshirtsHStaff2,裁縫店,200,800,全年,簡單,['工作'],True,3
星星坦克背心,ほしがらタンクトップ,starry tank,上身,TopsTexTopTshirtsNStar0,購物：特別購物,200,800,夏季,活潑,"['日常生活', '悠閒', '度假']",True,0
粗橫紋T恤,ボーダーＴシャツ,striped shirt,上身,TopsTexTopTshirtsLBorder1,裁縫店,240,960,全年,簡單,"['日常生活', '悠閒']",True,6
粗橫紋坦克背心,ボーダーのタンクトップ,striped tank,上身,TopsTexTopTshirtsNBorder5,裁縫店,200,800,夏季,簡單,"['悠閒', '度假']",True,8
短袖粗橫紋T恤,はんそでボーダーＴシャツ,striped tee,上身,TopsTexTopTshirtsHBorder5,裁縫店,200,800,夏季,簡單,"['日常生活', '悠閒']",True,6
日本料理廚師衣服,いたまえのふく,sushi chef's outfit,上身,TopsTexTopCoatHItamae0,裁縫店,450,1800,全年,簡單,['工作'],True,2
時髦衣服,トレンディーなふく,sweater on shirt,上身,TopsTexTopYshirtsLTiedsweater4,裁縫店,240,960,全年,優雅,"['悠閒', '工作']",True,5
毛衣背心配襯衫,チョッキつきワイシャツ,sweater-vest,上身,TopsTexTopYshirtsLVest3,裁縫店,350,1400,全年,簡單,"['日常生活', '正式', '工作']",True,4
簡約衛衣,シンプルなトレーナー,sweatshirt,上身,TopsTexTopOuterLSweat0,裁縫店,175,700,全年,簡單,"['日常生活', '悠閒']",True,6
馬甲細肩帶背心,ビスチェキャミ,sweetheart tank and shirt,上身,TopsTexTopYshirtsLBustier0,裁縫店,300,1200,全年,優雅,"['日常生活', '悠閒']",True,5
燕尾服,えんびふく,tailcoat,上身,TopsTexTopCoatLTailcoat1,裁縫店,625,2500,全年,優雅,"['正式', '派對', '舞台']",True,2
休閒西裝外套,テーラードジャケット,tailored jacket,上身,TopsTexTopYshirtsLTailored0,裁縫店,350,1400,全年,簡單,"['正式', '工作']",True,5
坦克背心,タンクトップ,tank,上身,TopsTexTopTshirtsNTanktop1,裁縫店,87,350,夏季,簡單,"['日常生活', '戶外活動', '悠閒', '運動', '度假']",True,5
連帽上衣配T恤,パーカーオンＴシャツ,tee-parka combo,上身,TopsTexTopOuterLParkertshirt3,裁縫店,350,1400,全年,簡單,"['日常生活', '悠閒', '運動']",True,5
網球毛衣,テニスセーター,tennis sweater,上身,TopsTexTopOuterLTennis0,裁縫店,360,1440,全年,簡單,"['運動', '工作']",True,4
毛絨睡袍,もこもこナイトガウン,terry-cloth nightgown,上身,TopsTexTopCoatLPajamas4,裁縫店,360,1440,冬季,可愛,"['童話世界', '悠閒']",True,8
英文字母T恤,えいじＴシャツ,text shirt,上身,TopsTexTopTshirtsLAlphabet1,裁縫店,200,800,全年,酷,"['日常生活', '悠閒']",True,3
橄欖球衫,ラガーシャツ,thick-stripes shirt,上身,TopsTexTopYshirtsLRugby6,裁縫店,280,1120,全年,活潑,['運動'],True,8
怪盜服,かいとうのふく,thief's costume,上身,TopsTexTopCoatLThiefBlack,裁縫店,650,2600,全年,酷,"['童話世界', '舞台']",True,0
破洞針織衫,ダメージニット,thread-worn sweater,上身,TopsTexTopTshirtsLDamage1,裁縫店,245,980,全年,酷,"['日常生活', '悠閒']",True,4
3號球衣服,３ばんだまのふく,three-ball tee,上身,TopsTexTopTshirtsHNumberball3,購物：特別購物,140,560,全年,活潑,"['日常生活', '悠閒']",True,0
紮染T恤,タイダイＴシャツ,tie-dye shirt,上身,TopsTexTopTshirtsHTiedyeRainbow,購物：特別購物,200,800,全年,活潑,"['日常生活', '悠閒', '度假']",True,0
虎紋飛行外套,トラのスカジャン,tiger jacket,上身,TopsTexTopOuterLSukajantigerGreen,裁縫店,437,1750,冬季,活潑,['戶外活動'],True,0
緊身針織衫,スリムニット,tight-knit sweater,上身,TopsTexTopYshirtsLSlimknit2,裁縫店,200,800,全年,簡單,['日常生活'],True,3
立領大衣,ステンカラーコート,top coat,上身,TopsTexTopCoatLSoutiencollar3,裁縫店,500,2000,全年,簡單,"['日常生活', '度假']",True,4
健身運動服,スポーツジャージ,track jacket,上身,TopsTexTopYshirtsLSportsjersey2,裁縫店,227,910,全年,活潑,"['戶外活動', '運動']",True,7
蓑衣,みの,traditional straw coat,上身,TopsTexTopCoatLStrawBeige,DIY,160,,全年,簡單,"['童話世界', '戶外活動']",True,0
樹木毛衣,きのセーター,tree sweater,上身,TopsTexTopOuterLTree0,購物：特別購物,220,880,冬季,簡單,"['日常生活', '悠閒']",True,0
風衣,トレンチコート,trench coat,上身,TopsTexTopCoatLTrench2,裁縫店,420,1680,全年,優雅,"['日常生活', '正式', '工作']",True,5
無肩帶背心,チューブトップ,tube top,上身,TopsTexTopTshirtsNTubetop3,裁縫店,160,640,夏季,可愛,"['悠閒', '舞台', '度假']",True,7
長版坦克背心,タンクトップチュニック,tunic tank,上身,TopsTexTopCoatNTanktunic0,裁縫店,200,800,夏季,簡單,"['日常生活', '悠閒']",True,4
晚禮服,タキシード,tuxedo jacket,上身,TopsTexTopYshirtsLTuxedo2,裁縫店,625,2500,全年,酷,"['正式', '派對', '舞台', '工作']",True,3
斜紋軟呢外套,ツイードジャケット,tweed jacket,上身,TopsTexTopYshirtsLTweed3,裁縫店,420,1680,全年,優雅,"['日常生活', '正式']",True,6
斜紋軟呢背心,ツイードベスト,tweed vest,上身,TopsTexTopYshirtsLTweedvest1,裁縫店,350,1400,全年,簡單,['戶外活動'],True,3
2號球衣服,２ばんだまのふく,two-ball tee,上身,TopsTexTopTshirtsHNumberball2,購物：特別購物,140,560,全年,活潑,"['日常生活', '悠閒']",True,0
V領毛衣,Ｖネックセーター,V-neck sweater,上身,TopsTexTopTshirtsLVnecksweater2,裁縫店,210,840,全年,簡單,"['日常生活', '悠閒']",True,3
吸血鬼服,ヴァンパイアのふく,vampire costume,上身,TopsTexTopCoatLVampire0,裁縫店,650,2600,全年,酷,"['童話世界', '恐怖', '舞台']",True,2
寬版條紋襯衫,オーバーストライプシャツ,vertical-stripes shirt,上身,TopsTexTopCoatHStripeshirts4,裁縫店,240,960,夏季,簡單,"['日常生活', '悠閒', '度假']",True,7
背心連望遠鏡,そうがんきょうつきベスト,vest with binoculars,上身,TopsTexTopYshirtsLGlassBeige,購物：特別購物,360,1440,全年,簡單,"['戶外活動', '工作']",True,0
維京人衣服,バイキングのふく,viking top,上身,TopsTexTopCoatLViking1,裁縫店,625,2500,全年,酷,['童話世界'],True,3
西裝背心配襯衫,ベストつきワイシャツ,waistcoat,上身,TopsTexTopYshirtsLGilet3,裁縫店,437,1750,全年,簡單,"['正式', '工作']",True,5
西部牛仔衣服,ウェスタンなふく,western shirt,上身,TopsTexTopYshirtsLWestern3,裁縫店,525,2100,全年,活潑,"['戶外活動', '舞台', '工作']",True,4
工作圍裙,ワークエプロン,work apron,上身,TopsTexTopCoatLWorkapron1,裁縫店,275,1100,全年,活潑,"['戶外活動', '工作']",True,2
領帶配襯衫,ネクタイつきワイシャツ,work shirt,上身,TopsTexTopYshirtsLNecktie4,裁縫店,260,1040,全年,酷,"['日常生活', '正式', '工作']",True,5
工作服,さぎょうふく,worker's jacket,上身,TopsTexTopYshirtsLFactory0,裁縫店,200,800,全年,活潑,"['戶外活動', '工作']",True,3
