id,name_e,name_j,name_c,filename,birthday,catchphrase,colors,favoriteSong,gender,hobby,personality,species,houseImage,wallpaper,flooring,furnitureList
26486,Tabby,トラこ,小虎,cat12,8/13,喵吼,"['黑色', '灰色']",歐陸節拍,♀,音樂,活力,貓,cat12_63_Tabby,"{'name': '漫畫圖書館牆', 'filename': 'RoomTexWallLibrary01'}","{'name': '虎紋地毯', 'filename': 'RoomTexFloorAnimal03'}","[{'name': '日式床墊', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFuton_Remake_0_0.png'}, {'name': '書堆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBooks_Remake_0_0.png'}, {'name': '木製書架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBookshelf_Remake_0_0.png'}, {'name': '冰箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRefrigerator_Remake_0_0.png'}, {'name': '抱枕', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCushion_Remake_0_0.png'}, {'name': '液晶電視 50吋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTV50inch_Remake_0_0.png'}, {'name': '紙箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCardboard_Remake_0_0.png'}, {'name': '可愛音樂播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png'}, {'name': '馬桶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWC_Remake_0_0.png'}, {'name': '紙箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCardboard_Remake_0_0.png'}, {'name': '鑄鐵木矮桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronwoodTableM_Remake_0_0.png'}, {'name': '雜誌架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_0_0.png'}, {'name': '瓦斯爐連烤箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenOven_Remake_0_0.png'}, {'name': '書擋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBookstand_Remake_0_0.png'}, {'name': '筆記型電腦', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLaptop_Remake_0_0.png'}, {'name': '開水壺', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKettle_Remake_0_0.png'}]"
26487,Stinky,アセクサ,男子汗,cat13,8/17,打啊,"['紅色', '藍色']",K.K.佛朗明哥,♂,健康,運動,貓,cat13_64_Stinky,"{'name': '職業摔角牆', 'filename': 'RoomSpWallWrestling00'}","{'name': '職業摔角地板', 'filename': 'RoomTexFloorWrestling00'}","[{'name': '舉重椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPressbench.png'}, {'name': '雙卡帶收音機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRadicaseW_Remake_0_0.png'}, {'name': '沙包', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSandbag_Remake_0_0.png'}, {'name': '槓鈴', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBarbell_Remake_0_0.png'}, {'name': '紙箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCardboard_Remake_0_0.png'}, {'name': '乳清蛋白搖搖杯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrProtein_Remake_0_0.png'}, {'name': '藍色轉角', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRingcornerBlue_Remake_0_0.png'}, {'name': '鑄鐵工作桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronTableM_Remake_0_0.png'}, {'name': 'TOY公仔', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoyFigure_Remake_0_0.png'}, {'name': '拳擊鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGong.png'}]"
26488,Kitty,ショコラ,朱古莉,cat14,2/15,古古,"['綠色', '灰色']",K.K.讚美詩歌,♀,時尚,成熟,貓,cat14_65_Kitty,"{'name': '藍色線板牆', 'filename': 'RoomTexWallPanelMold01'}","{'name': '阿拉伯式地板', 'filename': 'RoomTexFloorArabesque00'}","[{'name': '古董玄關桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAntiqueConsole_Remake_0_0.png'}, {'name': '古董床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAntiqueBedW_Remake_0_0.png'}, {'name': '直立式鋼琴', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPianoUpright_Remake_0_0.png'}, {'name': '雙人座沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSofaL_Remake_0_0.png'}, {'name': '鋼琴椅子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPianochair_Remake_0_0.png'}, {'name': '擺鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrClockPendulumWall.png'}, {'name': '壁爐', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFireplace_Remake_0_0.png'}, {'name': '留聲機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPhonograph.png'}]"
26489,Tom,バンタム,阿邦,cat15,12/10,關節,"['黑色', '灰色']",K.K.搖滾,♂,學術,暴躁,貓,cat15_66_Tom,"{'name': '鐵捲門牆', 'filename': 'RoomTexWallShutter00'}","{'name': '畫室地板', 'filename': 'RoomTexFloorAtelier00'}","[{'name': 'TOY床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoyBedS_Remake_0_0.png'}, {'name': '導演椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDirectorchair_Remake_0_0.png'}, {'name': 'TOY床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoyBedS_Remake_0_0.png'}, {'name': 'TOY床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoyBedS_Remake_0_0.png'}, {'name': '電源總開關', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBreaker.png'}, {'name': '攜帶型收音機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPortableradio_Remake_0_0.png'}, {'name': 'ＤＩＹ作業台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbench_Remake_0_0.png'}, {'name': '捲管器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrHosereel_Remake_0_0.png'}, {'name': '白鐵水桶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBucket.png'}, {'name': '輪胎堆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTyres_Remake_0_0.png'}, {'name': '工具推車', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrToolcart_Remake_0_0.png'}, {'name': '壁掛式工具掛勾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrToolhanger_Remake_0_0.png'}, {'name': '掃把畚箕組', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCleaningset_Remake_0_0.png'}, {'name': '工具箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrToolbox_Remake_0_0.png'}]"
26490,Merry,さっち,莎莎,cat16,6/29,喵嗯,"['粉色', '淺藍']",義大利麵,♀,時尚,活力,貓,cat16_67_Merry,"{'name': '珠簾牆', 'filename': 'RoomTexWallBeadsCurtain00'}","{'name': '橘色復古地板', 'filename': 'RoomTexFloorKitchen00'}","[{'name': '絲蘭', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlantYucca_Remake_0_0.png'}, {'name': '滾筒式洗衣機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWashingmachineDrum_Remake_0_0.png'}, {'name': '雙人座沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSofaL_Remake_0_0.png'}, {'name': '冰箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRefrigerator_Remake_0_0.png'}, {'name': '高級音響', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrComponentHighclass.png'}, {'name': '櫥櫃式廚房', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenSystem_Remake_0_0.png'}, {'name': '木製桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableL_Remake_0_0.png'}, {'name': '木製椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChairS_Remake_0_0.png'}, {'name': '椰子壁掛盤栽', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlanterPalm.png'}]"
26491,Felicity,みかっち,美佳,cat17,3/30,哪,"['黃色', '橘子']",散散步,♀,時尚,活力,貓,cat17_68_Felicity,"{'name': '後院牆', 'filename': 'RoomSpWallBackyard00'}","{'name': '草原地板', 'filename': 'RoomTexFloorGrassland00'}","[{'name': '黃金柏', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlantGoldcrest_Remake_0_0.png'}, {'name': '黃金柏', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlantGoldcrest_Remake_0_0.png'}, {'name': '花園水龍頭', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWaterview_Remake_0_0.png'}, {'name': '圓木凳子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLogStoolS_Remake_0_0.png'}, {'name': '可愛音樂播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png'}, {'name': '鑄鐵花園桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIrongardenTable_Remake_0_0.png'}, {'name': '鑄鐵花園椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIrongardenChair_Remake_0_0.png'}, {'name': '小鳥水盆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBirdbus_Remake_0_0.png'}, {'name': '鑄鐵花園長椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIrongardenBench_Remake_0_0.png'}, {'name': '鳥巢屋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBirdhouse_Remake_0_0.png'}, {'name': '吊床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrHammock_Remake_0_0.png'}]"
26492,Lolly,ラムネ,檸檬娜,cat18,3/27,娜個,"['灰色', '粉色']",森林生活,♀,音樂,普通,貓,cat18_69_Lolly,"{'name': '拼木牆', 'filename': 'RoomTexWallMixwood00'}","{'name': '綠色塑膠磚地板', 'filename': 'RoomTexFloorTileChecker02'}","[{'name': '雙人座沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSofaL_Remake_0_0.png'}, {'name': '積木床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBlockBedS_Remake_0_0.png'}, {'name': '對開冰箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRefrigeratorDoubledoor_Remake_0_0.png'}, {'name': '木製凳子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenStoolS_Remake_0_0.png'}, {'name': '積木矮櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBlockChest_Remake_0_0.png'}, {'name': '手提唱片播放機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPortablerecordplayer_Remake_0_0.png'}, {'name': '積木書櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBlockShelf_Remake_0_0.png'}, {'name': '島式廚房', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenIsland_Remake_0_0.png'}, {'name': '小型ＤＩＹ作業台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchS_Remake_0_0.png'}, {'name': '打鈴鬧鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrClockBell_Remake_0_0.png'}, {'name': '積木壁鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBlockClock_Remake_0_0.png'}, {'name': '壁掛式盆栽', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLeafWall_Remake_0_0.png'}, {'name': '壁掛式盆栽', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrLeafWall_Remake_0_0.png'}]"
26493,Ankha,ナイル,艷后,cat19,9/22,尼羅,"['七彩', '棕色']",K.K.吉普賽,♀,大自然,成熟,貓,cat19_70_Ankha,"{'name': '埃及牆', 'filename': 'RoomTexWallEgypt00'}","{'name': '金字塔地板', 'filename': 'RoomTexFloorEgypt00'}","[{'name': '黃金馬桶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGoldWC.png'}, {'name': '金字塔', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPyramid.png'}, {'name': '壁掛式蠟燭', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCandleWall_Remake_0_0.png'}, {'name': '黃金棺材', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGoldCoffin.png'}, {'name': '天秤', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrZodiacLibra.png'}, {'name': '黃金棺材', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGoldCoffin.png'}, {'name': '黃金棺材', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGoldCoffin.png'}, {'name': '金條', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGoldbar.png'}, {'name': '黃金餐具', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGoldDishes.png'}]"
26494,Rudy,チャス,茶茶,cat20,12/20,之類的,"['黃色', '米色']",K.K.藍調,♂,玩耍,運動,貓,cat20_71_Rudy,"{'name': '綠色兒童房壁紙', 'filename': 'RoomTexWallToy02'}","{'name': '松木地板', 'filename': 'RoomTexFloorSimple00'}","[{'name': '積木音響', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBlockCompo_Remake_0_0.png'}, {'name': 'TOY壁鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoyClockWall_Remake_0_0.png'}, {'name': '木製單人床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenBedS_Remake_0_0.png'}, {'name': 'TOY貨櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoyBox_Remake_0_0.png'}, {'name': '小型ＤＩＹ作業台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbenchS_Remake_0_0.png'}, {'name': '木製矮櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenChest_Remake_0_0.png'}, {'name': '鐵道模型', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRailroad_Remake_0_0.png'}, {'name': '迷你仙人掌組合', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCactusesMini.png'}, {'name': '木製小桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableMini_Remake_0_0.png'}, {'name': 'TOY椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBoyChairS_Remake_0_0.png'}]"
26495,Katt,ちょい,巧巧,cat21,4/27,掰掰,"['紫色', '黑色']",K.K.迪斯可,♀,音樂,大姐姐,貓,cat21_72_Katt,"{'name': '白色洞洞板牆', 'filename': 'RoomTexWallPegboard00'}","{'name': '鐵板地板', 'filename': 'RoomTexFloorSteel00'}","[{'name': '擴音器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAmp_Remake_0_0.png'}, {'name': '垃圾袋', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrGarbagebag_Remake_0_0.png'}, {'name': '紙箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCardboard_Remake_0_0.png'}, {'name': '紙箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCardboard_Remake_0_0.png'}, {'name': '換氣扇', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrExtractorfan_Remake_0_0.png'}, {'name': '電吉他ES2', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrElectricguitar2_Remake_0_0.png'}, {'name': '爵士鼓組合', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrumSet_Remake_0_0.png'}, {'name': 'ＤＩＹ作業台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWorkbench_Remake_0_0.png'}, {'name': '紙箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCardboard_Remake_0_0.png'}, {'name': '雜誌堆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMagagine_Remake_0_0.png'}, {'name': '鑄鐵壁燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronLampW_Remake_0_0.png'}, {'name': '音效機櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrEffectorrack_Remake_0_0.png'}, {'name': '手提唱片播放機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPortablerecordplayer_Remake_0_0.png'}, {'name': '餐館沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAmeretroChairL_Remake_0_0.png'}]"
26496,Raymond,ジャック,傑克,cat23,10/1,嚴肅,"['黑色', '灰色']",都市K.K.,♂,大自然,自戀,貓,cat23_73_Raymond,"{'name': '辦公室牆', 'filename': 'RoomTexWallOffice00'}","{'name': '灰階配色拼接地毯', 'filename': 'RoomTexFloorPanel00'}","[{'name': '辦公室桌子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOfficeTable_Remake_0_0.png'}, {'name': '白板', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWhiteboard_Remake_0_0.png'}, {'name': '文件堆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOfficePapers_Remake_0_0.png'}, {'name': '桌上型電腦', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDesktopPC_Remake_0_0.png'}, {'name': '桶裝飲水機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWaterserver_Remake_0_0.png'}, {'name': '辦公室椅子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOfficeChair_Remake_0_0.png'}, {'name': '鑄鐵工作桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrIronTableM_Remake_0_0.png'}, {'name': '保險箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSafebox_Remake_0_0.png'}, {'name': '書房椅子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrawingChair_Remake_0_0.png'}, {'name': '壁鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOfficeClock_Remake_0_0.png'}, {'name': '文件堆', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrOfficePapers_Remake_0_0.png'}, {'name': '傳真機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrFax_Remake_0_0.png'}, {'name': '獎狀', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTestimonial_Remake_0_0.png'}, {'name': '書房桌子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrDrawingTable_Remake_0_0.png'}, {'name': '馬克杯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_0_0.png'}, {'name': '牛頓球', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCradleNewton.png'}]"
26497,Bluebear,グルミン,娃娃,cbr00,6/24,桃子,"['白色', '藍色']",只有我,♀,時尚,活力,幼獸,cbr00_74_Bluebear,"{'name': '藍色簡約布面牆', 'filename': 'RoomTexWallSimple03'}","{'name': '藍色點點地毯', 'filename': 'RoomTexFloorDot04'}","[{'name': '可愛DIY桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteWorkbench_Remake_0_0.png'}, {'name': '可愛沙發', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteChairL_Remake_0_0.png'}, {'name': '可愛衣櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteClosetLR_Remake_0_0.png'}, {'name': '可愛椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteChairS_Remake_0_0.png'}, {'name': '可愛床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteBedW_Remake_0_0.png'}, {'name': '可愛茶桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteTableS_Remake_0_0.png'}, {'name': '可愛壁掛鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteClockW_Remake_0_0.png'}, {'name': '可愛音樂播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png'}, {'name': '可愛落地燈', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteLamp_Remake_0_0.png'}, {'name': '可愛梳妝台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteDresser_Remake_0_0.png'}]"
26498,Maple,メープル,小楓,cbr01,6/15,熊仔,"['米色', '綠色']",森林生活,♀,學術,普通,幼獸,cbr01_75_Maple,"{'name': '綠色花草圖案牆', 'filename': 'RoomTexWallCountry03'}","{'name': '木節地板', 'filename': 'RoomTexFloorCedar00'}","[{'name': '瓦斯爐連烤箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrKitchenOven_Remake_0_0.png'}, {'name': '木製單人床', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenBedS_Remake_0_0.png'}, {'name': '雜誌架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMagazinerack_Remake_0_0.png'}, {'name': '鳥籠', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBirdcage_Remake_0_0.png'}, {'name': '柴火暖爐', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrStoveWood.png'}, {'name': '媽媽抱枕', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMomCushion_Remake_0_0.png'}, {'name': '火鶴花', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlantAnthurium_Remake_0_0.png'}, {'name': '木製邊桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableS_Remake_0_0.png'}, {'name': '可愛音樂播放器', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCuteAudio_Remake_0_0.png'}, {'name': '迷你冰箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRefrigeratorMini_Remake_0_0.png'}, {'name': '調味罐圓盤', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSeasoning_Remake_0_0.png'}, {'name': '花邊結壁毯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMacrametapestry_Remake_0_0.png'}, {'name': '復古點點地毯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugRectDotL01.png'}, {'name': '木製矮桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableM_Remake_0_0.png'}, {'name': '雜誌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMagagineOpened_Remake_0_0.png'}, {'name': '馬克杯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrMug_Remake_0_0.png'}, {'name': '廚房掛勾', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPotrack_Remake_0_0.png'}, {'name': '小熊熊', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBearS_Remake_0_0.png'}]"
26499,Poncho,ポンチョ,蓬蓬,cbr02,1/2,萌,"['橘子', '黃色']",K.K.藍調,♂,健康,運動,幼獸,cbr02_76_Poncho,"{'name': '藍色簡約布面牆', 'filename': 'RoomTexWallSimple03'}","{'name': '藍色油漆地板', 'filename': 'RoomTexFloorPaintWood00'}","[{'name': '毛巾架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrTowelrackWall_Remake_0_0.png'}, {'name': '小型藍色簡約地墊', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleS02.png'}, {'name': '小型藍色簡約地墊', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleS02.png'}, {'name': '上下鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_0_0.png'}, {'name': '滾筒式洗衣機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWashingmachineDrum_Remake_0_0.png'}, {'name': '軟木佈告欄', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrCorkboard_Remake_0_0.png'}, {'name': '藤編毛巾籃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRattanBasket_Remake_0_0.png'}, {'name': '樸素洗臉台', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWashstandBowl_Remake_0_0.png'}, {'name': '可可樹', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPlantCacao.png'}, {'name': '木製邊桌', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWoodenTableS_Remake_0_0.png'}, {'name': '手提唱片播放機', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrPortablerecordplayer_Remake_0_0.png'}, {'name': '小型藍色簡約地墊', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugSquareSimpleS02.png'}, {'name': '淋浴間', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrShowerboothSquare_Remake_0_0.png'}, {'name': '上下鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_0_0.png'}, {'name': '海軍藍簡約浴室地墊', 'filename': 'https://acnhcdn.com/latest/FtrIcon/RugRectBathmatS01.png'}, {'name': '上下鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBunkbed_Remake_0_0.png'}, {'name': '空調', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrAirconditioner_Remake_0_0.png'}, {'name': '木製書架', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBookshelf_Remake_0_0.png'}, {'name': '馬桶', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrWC_Remake_0_0.png'}]"
26500,Pudge,きんぞう,阿欽,cbr03,6/11,真是的,"['綠色', '藍色']",散散步,♂,玩耍,悠閒,幼獸,cbr03_77_Pudge,"{'name': '綠色兒童房壁紙', 'filename': 'RoomTexWallToy02'}","{'name': '彩色巧拼地板', 'filename': 'RoomTexFloorPuzzleMat01'}","[{'name': '積木音響', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBlockCompo_Remake_0_0.png'}, {'name': '積木矮櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBlockChest_Remake_0_0.png'}, {'name': '積木床鋪', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBlockBedS_Remake_0_0.png'}, {'name': '大象溜滑梯', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrSlideelephant_Remake_0_0.png'}, {'name': '鐵道模型', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRailroad_Remake_0_0.png'}, {'name': '兒童椅', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBabychair_Remake_0_0.png'}, {'name': '積木書櫃', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBlockShelf_Remake_0_0.png'}, {'name': '積木玩具', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBlockBrick_Remake_0_0.png'}, {'name': '積木凳子', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBlockStoolS_Remake_0_0.png'}, {'name': '玩具箱', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrToybox_Remake_0_0.png'}, {'name': '積木壁鐘', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrBlockClock_Remake_0_0.png'}, {'name': '木馬', 'filename': 'https://acnhcdn.com/latest/FtrIcon/FtrRockinghorse_Remake_0_0.png'}]"
